뉴스  url,제목,내용,날짜
http://news.kbs.co.kr/news/view.do?ncd=7910312,"[속보] “전공의 11,994명(92.9%) 계약 포기 또는 이탈”","""전공의 11,994명(92.9%) 계약 포기 또는 이탈""[사진 출처 : 연합뉴스]...",2024.03.11 (11:02)
http://news.kbs.co.kr/news/view.do?ncd=7910311,[총선] 이재명 “이종섭 출국은 패륜 정권의 선전포고…제정신이냐”,더불어민주당 이재명 대표는 ‘해병대 채 상병 사건 수사 외압 의혹’을 받고 있는 이종섭 주...,2024.03.11 (11:02)
http://news.kbs.co.kr/news/view.do?ncd=7910309,"“전공의 4,944명에 면허 정지 사전통지서 발송…오늘부터 공보의·군의관 투입”","정부가 지난주까지 4,900여 명의 전공의에게 면허 정지 처분 사전통지서를 발송한 것으로 ...",2024.03.11 (11:01)
http://news.kbs.co.kr/news/view.do?ncd=7910308,산업연구원 “환율 오르면 소재부품 산업엔 긍정적·대기업집단엔 부정적”,"원화 가치가 떨어지면 소재부품 기업의 영업이익률은 상승하지만, 대규모 기업집단 소속 기업에...",2024.03.11 (11:00)
http://news.kbs.co.kr/news/view.do?ncd=7910307,"무료 공영주차장에 ‘1개월 이상 방치’ 차량, 견인 가능해진다",무료 공영주차장에 1달 이상 장기 방치한 차량에 대한 강제 견인이 가능해집니다. 국토교통부...,2024.03.11 (11:00)
http://news.kbs.co.kr/news/view.do?ncd=7910306,"파주시, 택시 부족 개선 위해 휴업 허가 기준 마련",경기 파주시는 택시 부족으로 인한 주민 불편을 개선하기 위해 택시운송사업자의 휴업에 대한 ...,2024.03.11 (11:00)
http://news.kbs.co.kr/news/view.do?ncd=7910304,미 아칸소 개인 파티서 총격…용의자 포함 3명 사망,미국 아칸소주의 한 파티 장소에서 총격 사건이 벌어져 용의자를 포함한 3명이 숨지고 최소 ...,2024.03.11 (10:54)
http://news.kbs.co.kr/news/view.do?ncd=7910299,"대법 “빌딩 화재 책임, 관리회사 아닌 직접 점유자가 져야”",사모부동산집합투자기구(펀드)가 투자해 신탁사가 소유한 건물에서 화재가 발생했다면 투자 회사...,2024.03.11 (10:50)
http://news.kbs.co.kr/news/view.do?ncd=7910292,경남 사천에서 중학교 통학버스와 5t 트럭 충돌 7명 부상,오늘(11일) 오전 8시 반쯤 경남 사천시 곤명면 왕복 2차로 도로에서 중학교 통학버스와 ...,2024.03.11 (10:47)
http://news.kbs.co.kr/news/view.do?ncd=7910291,"러시아, 크림반도 주둔 흑해함대 해군 수장 교체",크림반도에 주둔한 러시아 흑해함대에 대한 우크라이나군의 공격이 거세지는 가운데 러시아 해군...,2024.03.11 (10:47)
http://news.kbs.co.kr/news/view.do?ncd=7910289,"우크라·동맹국들, 교황 ‘백기’ 발언 강력 비판",우크라이나와 일부 유럽 동맹국들이 우크라이나 전쟁과 관련해 협상 필요성을 제기한 프란치스코...,2024.03.11 (10:47)
http://news.kbs.co.kr/news/view.do?ncd=7910279,"‘지역별 거주 외국인 한눈에’…법무부, 데이터 시각화 서비스 제공",전국의 지역별 외국인 거주 현황 등 출입국·이민정책 데이터를 제공하는 ‘이민 행정 빅데이터...,2024.03.11 (10:42)
http://news.kbs.co.kr/news/view.do?ncd=7910270,“어? 집주인이 중국인이었네?”…외국인 부동산 매수 사상 최대 [지금뉴스], 지난해 외국인의 국내 부동산 매수 비중이 사상 최대를 기록한 것으로 나타났습니다.법원 등...,2024.03.11 (10:34)
http://news.kbs.co.kr/news/view.do?ncd=7910269,KBS ‘고려거란전쟁’ 최고 시청률 13.8%로 종영,고려시대 2·3차 여요전쟁을 배경으로 한 KBS 2TV 대하사극 ‘고려거란전쟁’이 마지막 ...,2024.03.11 (10:30)
http://news.kbs.co.kr/news/view.do?ncd=7910268,[총선] 윤재옥 “‘지민비조’는 사법리스크 방어하려는 방탄동맹에 불과”,윤재옥 국민의힘 원내대표가 민주당과 조국혁신당의 선거 연대는 사법리스크를 방어하려는 방탄동...,2024.03.11 (10:23)
http://news.kbs.co.kr/news/view.do?ncd=7910267,[총선] 홍익표 “외교부·법무부 장관 탄핵 추진”…이종섭 출국 맹비판,더불어민주당 홍익표 원내대표가 오늘(11일) ‘해병대 채상병 사건 수사 외압 의혹’으로 고...,2024.03.11 (10:22)
http://news.kbs.co.kr/news/view.do?ncd=7910264,“도난 신고된 보물 ‘미암집 목판’ 6점 중 2점 환수”,조선시대 학자 미암 유희춘의 문집을 찍어낸 목판 402점 중 사라졌던 2점이 환수됐습니다....,2024.03.11 (10:21)
http://news.kbs.co.kr/news/view.do?ncd=7910260,"중증질환자연합·보건의료노조, ‘의사 진료거부 중단’ 서명운동 시작",환자단체와 보건의료노조가 함께 의사들의 진료 거부를 중단하라는 내용으로 오늘(11일)부터 ...,2024.03.11 (10:20)
http://news.kbs.co.kr/news/view.do?ncd=7910259,한 총리 “큰 정치인의 한 시대와 이별…김영삼 대통령·손명순 여사 기억할 것”,한덕수 국무총리가 오늘(11일) “대한민국 현대사의 질곡을 헤쳐오며 민주화와 산업화의 한 ...,2024.03.11 (10:20)
http://news.kbs.co.kr/news/view.do?ncd=7910256,가자 구호품 해상 운송 임박…전쟁 속 라마단 시작, [앵커] 가자 지구에 전달될  구호품을 실은 선박의 출항이  임박한 것으로 알려졌습니다....,2024.03.11 (10:14)
http://news.kbs.co.kr/news/view.do?ncd=7910255,주부·재가입자인데 배상 얼마?…사례별로 보는 ‘홍콩 ELS’ 배상 기준,"      80대 A씨는 2021년 1월 예금에 가입하러 00은행 지점에 갔다가, 은행직원...",2024.03.11 (10:14)
http://news.kbs.co.kr/news/view.do?ncd=7910252,외국인 계절근로자 ‘올해 역대 최다’…“제도 개선도 시급”, [앵커] 저출산과 고령화로 농촌에서는 인력 구하기가 '하늘의 별 따기'란 말까지 나오는데...,2024.03.11 (10:13)
http://news.kbs.co.kr/news/view.do?ncd=7910249,태국은 망고가 1/4 가격…수입 과일 아직 비싼 이유는?, [앵커] 요즘 과일값이  워낙 비싸다 보니  수입 과일로 눈을 돌리는 소비자분들 많으신데...,2024.03.11 (10:11)
http://news.kbs.co.kr/news/view.do?ncd=7910247,‘무단 증축으로 통행 방해’…인파밀집 관리지역 위반 42건 적발,경기도는 올해 1월에서 2월 사이에 인파관리시스템 중점관리지역 9곳에서 점검을 벌여 위반건...,2024.03.11 (10:11)
http://news.kbs.co.kr/news/view.do?ncd=7910246,"일본 언론 “북한, 정찰위성 제어…한일 상공서 돌아”",북한이 지난해 11월 발사한 첫 정찰위성이 고도 상승을 반복하며 한일 상공에서 정상 궤도를...,2024.03.11 (10:11)
http://news.kbs.co.kr/news/view.do?ncd=7910243,"전장연 활동가, 시위 퇴거하다 경찰 때려 체포…올해 들어 5번째 체포",서울 지하철 4호선 혜화역에서 시위하던 전국장애인차별철폐연대(전장연) 활동가가 경찰에 현행...,2024.03.11 (10:10)
http://news.kbs.co.kr/news/view.do?ncd=7910237,충전 중 전기차에서 불…여수 낚싯배 좌초 전원 구조, [앵커] 주차장에서 충전 중이던  전기차에서 불이 났습니다. 여수 바다에서는 낚싯배가 좌...,2024.03.11 (10:07)
http://news.kbs.co.kr/news/view.do?ncd=7910233,[총선] 국민의힘 총선 슬로건 확정…‘국민의힘이 합니다. 지금! 합니다’,국민의힘은 22대 총선 메인 슬로건으로 '국민의힘이 합니다. 지금! 합니다'를 확정했다고 ...,2024.03.11 (10:06)
http://news.kbs.co.kr/news/view.do?ncd=7910232,"국민의힘, 윤재옥 원내대표 임기 연장키로…21대 국회 만료까지",국민의힘 비상대책위원회는 4·10 총선 일정을 고려해 윤재옥(3선·대구 달서을) 원내대표의...,2024.03.11 (10:06)
http://news.kbs.co.kr/news/view.do?ncd=7910229,"이종섭, 어제 호주로 출국…민주당 공항 찾아가 항의", [앵커] 해병대 채 상병 순직 사건 처리 과정에서 외압 행사 의혹을 받고 있는 이종섭 전...,2024.03.11 (10:05)
http://news.kbs.co.kr/news/view.do?ncd=7910226,[총선] 여야 대표 ‘총선 한 달’ 메시지…“민주당 폭주 저지”vs“무능정권 심판”, [앵커] 4.10 총선을 한 달 앞두고 여야 당 대표들이  총선에 임하는 각오를 내놨습니...,2024.03.11 (10:04)
http://news.kbs.co.kr/news/view.do?ncd=7910224,"[속보] 금감원 “홍콩ELS, 판매사 ‘기본배상비율’ 20~40%…0~최대 100%까지 가능”","[속보] 금감원 “홍콩ELS, 판매사 ‘기본배상비율’ 20~40%…0~최대 100%까지 가...",2024.03.11 (10:03)
http://news.kbs.co.kr/news/view.do?ncd=7910222,조규홍 복지장관 “전공의 행정처분 마무리 전에 복귀하면 선처”,조규홍 보건복지부 장관이 미복귀 전공의들에 대해 면허정지 행정처분 절차가 마무리되기 전에 ...,2024.03.11 (10:02)
http://news.kbs.co.kr/news/view.do?ncd=7910219,"금감원 “홍콩 ELS, 판매사가 최소 23% 배상”", 홍콩 ELS의 대규모 원금 손실 사태를 조사해 온 금융감독원이 판매사가 최소 23%에서 ...,2024.03.11 (10:02)
http://news.kbs.co.kr/news/view.do?ncd=7910218,930뉴스 경인,,2024.03.11 (10:02)
http://news.kbs.co.kr/news/view.do?ncd=7910211,중대본 “의사로서 신념 생각해 병원 돌아와달라”…오늘 서울대 의대 교수 비대위 총회, [앵커] 의대 증원에 반발한 전공의들이  집단으로 사직서를 내고  병원을 떠난 지 4주째...,2024.03.11 (10:00)
http://news.kbs.co.kr/news/view.do?ncd=7910208,"금감원, ‘홍콩 ELS’ 검사 결과 발표…“실적 경쟁에 소비자 보호 뒷전”",‘홍콩 ELS’ 대규모 손실 사태에 대한 금융감독원 고강도 검사 결과 판매 전반에서 소비자...,2024.03.11 (10:00)
http://news.kbs.co.kr/news/view.do?ncd=7910207,"금감원, ‘홍콩 ELS 손실’ 판매사 기본배상비율 20~40%…투자 사례별로 45%p까지 가산·차감","홍콩 H지수 주가연계증권, '홍콩 ELS'의 대규모 원금 손실 사태를 조사해 온 금융감독원...",2024.03.11 (10:00)
http://news.kbs.co.kr/news/view.do?ncd=7910203,[풀영상] 제22대 국회의원선거 제3차 정책토론회,[풀영상] 제22대 국회의원선거 제3차 정책토론회...,2024.03.11 (09:59)
http://news.kbs.co.kr/news/view.do?ncd=7910198,남쪽에 먼저 피어난 봄…봄꽃 축제 한창, [앵커] 주말인 어제 꽃샘추위가 풀리면서 전국적으로 화창한 봄 날씨를 보였죠. 경남과 전...,2024.03.11 (09:59)
http://news.kbs.co.kr/news/view.do?ncd=7910183,“비싸서 못 사먹어요”…‘금값 사과’ 언제까지?, [앵커]  사과와 귤 가격이 70% 넘게 급등했다는 통계 보셨을 텐데요. 국민 과일 사과...,2024.03.11 (09:55)
http://news.kbs.co.kr/news/view.do?ncd=7910174,외국인 계절근로자 ‘올해 역대 최다’…“제도 개선도 시급”, [앵커] 저출산과 고령화로 농촌에서는 인력 구하기가 '하늘의 별 따기'란 말까지 나오는데...,2024.03.11 (09:53)
http://news.kbs.co.kr/news/view.do?ncd=7910165,"남아공, 자생식물로 ‘메마른 땅’ 살리기", 남아프리카 공화국 리틀 카루 지역. 건조 지역인 이곳은 과도한 방목과 장기간 가뭄으로 땅...,2024.03.11 (09:50)
http://news.kbs.co.kr/news/view.do?ncd=7910164,얼음 악기의 뜨거운 울림…이탈리아 ‘설산 콘서트’,"[앵커] 이탈리아에선 2,600미터 높이의 설산에서 얼음 악기로 연주하는 이색적인 콘서트가...",2024.03.11 (09:50)
http://news.kbs.co.kr/news/view.do?ncd=7910161,"문준용 ‘특혜취업 의혹 제기’ 국민의당 상대 손배소, 2심도 승소",문재인 전 대통령 아들 문준용 씨가 자신의 특혜 채용 의혹을 제기한 전 국민의당 관계자들로...,2024.03.11 (09:49)
http://news.kbs.co.kr/news/view.do?ncd=7910157,"중국 석유화학업체, 지하 만 미터 깊이 시추 성공",[앵커] 중국 석유화학업체 시노켐이 신장 타클라마칸 사막의 타림분지에서 깊이 만 미터에 이...,2024.03.11 (09:48)
http://news.kbs.co.kr/news/view.do?ncd=7910156,"일본, 기초생활수급 신청 건수 10여 년 만에 최다", [앵커] 일본에서는 지난해 기초생활수급 신청 건수가 25만 건을 넘어 10여 년 만에 가...,2024.03.11 (09:48)
http://news.kbs.co.kr/news/view.do?ncd=7910153,이번 달 10일까지 수출 1년 전보다 13.4%↓…“조업일수 영향”,이번 달 1일부터 10일까지 수출액이 조업일수가 줄어든 영향 등으로 1년 전보다 13.4%...,2024.03.11 (09:46)
http://news.kbs.co.kr/news/view.do?ncd=7910151,"코스피 2,665.02 코스닥 873.37",,2024.03.11 (09:45)
http://news.kbs.co.kr/news/view.do?ncd=7910150,중대본 “의사가 환자와 함께하지 않는다면 국민 공감 얻지 못할 것”,정부가 미복귀 전공의들에게 의료인의 사회적 책임과 환자를 생각해 의료 현장으로 복귀하라고 ...,2024.03.11 (09:45)
http://news.kbs.co.kr/news/view.do?ncd=7910149,가자 구호품 해상 운송 임박…전쟁 속 라마단 시작, [앵커] 가자 지구에 전달될  구호품을 실은 선박의 출항이  임박한 것으로 알려졌습니다....,2024.03.11 (09:44)
http://news.kbs.co.kr/news/view.do?ncd=7910148,[총선] 국민의힘 공관위 “비례대표 공천 신청 안 했어도 후보 추천 가능”,"장동혁 국민의힘 사무총장은 위성정당 ‘국민의미래’의 4·10 총선 비례대표 공천과 관련, ...",2024.03.11 (09:43)
http://news.kbs.co.kr/news/view.do?ncd=7910147,"[총선] 민주당, 현역 4명 경선 탈락…이낙연 광산을 출마"," [앵커] 야권에선 더불어민주당 지역구 후보 막바지 경선 발표가 이어졌고, 비례대표 공천도...",2024.03.11 (09:43)
http://news.kbs.co.kr/news/view.do?ncd=7910146,"[총선] 여, 인요한 등 530명 비례 공천 신청…“‘기호 4번’ 목표”"," [앵커] 국민의힘의 공천이  사실상 마무리된 가운데, 위성정당인 국민의미래는 본격적인 비...",2024.03.11 (09:41)
http://news.kbs.co.kr/news/view.do?ncd=7910145,영화 ‘파묘’ 관객 800만 돌파…‘서울의봄’보다 일주일 빨라,장재현 감독의 오컬트 영화 ‘파묘’가 지난 주말 흥행 독주를 이어가며 800만 관객을 돌파...,2024.03.11 (09:41)
http://news.kbs.co.kr/news/view.do?ncd=7910144,[총선] 여야 대표 ‘총선 한 달’ 메시지…“민주당 폭주 저지” vs “무능정권 심판”, [앵커] 4.10 총선을 한 달 앞두고 여야 당 대표들이  총선에 임하는 각오를 내놨습니...,2024.03.11 (09:38)
http://news.kbs.co.kr/news/view.do?ncd=7910143,충전 중 전기차에서 불…여수 낚싯배 좌초 전원 구조, [앵커] 주차장에서 충전 중이던  전기차에서 불이 났습니다. 여수 바다에서는 낚싯배가 좌...,2024.03.11 (09:36)
http://news.kbs.co.kr/news/view.do?ncd=7910142,[전종철의 전격시사] 조규홍 장관 (보건복지부) - “의대증원 2천명도 부족…집단행동 확산막기위해 대화의지 있어”,==================================================...,2024.03.11 (09:34)
http://news.kbs.co.kr/news/view.do?ncd=7910140,"문화재청, ‘김제 진봉산 망해사 일원’ 명승 지정 예고",사찰과 낙조가 절경을 이루는 전북 김제 망해사 일원이 명승으로 지정됩니다.문화재청은 오늘(...,2024.03.11 (09:33)
http://news.kbs.co.kr/news/view.do?ncd=7910137,"전국 흐려져 오후에 남부지방 비, 내일 중부지방에 비·눈","오늘(11일)은 전국이 점차 흐려지겠고, 오후에 제주도와 호남지방부터 비가 오기 시작해 밤...",2024.03.11 (09:32)
http://news.kbs.co.kr/news/view.do?ncd=7910136,"이종섭, 어제 호주로 출국…민주당 공항 찾아가 항의", [앵커] 해병대 채 상병 순직 사건 처리 과정에서 외압 행사 의혹을 받고 있는 이종섭 주...,2024.03.11 (09:31)
http://news.kbs.co.kr/news/view.do?ncd=7910135,중대본 “의사로서 신념 생각해 병원 돌아와달라”…오늘 서울대 의대 교수 비대위 총회, [앵커] 의대 증원에 반발한 전공의들이  집단으로 사직서를 내고  병원을 떠난 지 4주째...,2024.03.11 (09:30)
http://news.kbs.co.kr/news/view.do?ncd=7910134,‘제약회사 영업사원 강제동원’ 오늘 고소인 조사…주수호 출석,대한의사협회가 지난 3일 진행된 의협 주관 집회에 제약회사 영업사원 등이 참석을 강요당했다...,2024.03.11 (09:09)
http://news.kbs.co.kr/news/view.do?ncd=7910132,[총선] 한동훈 “민주당 공약이 ‘한미연합훈련 반대·주한미군 철수’인지 답해달라”,민주당이 주도하는 비례정당인 더불어민주연합에서 비례대표 후보 1번으로 전지예 청년겨레하나 ...,2024.03.11 (08:59)
http://news.kbs.co.kr/news/view.do?ncd=7910131,[전종철의 전격시사] 박은식 비상대책위원 (국민의힘) - “정권심판론 약해져…정정당당하게 호남 민심 얻겠다”,==================================================...,2024.03.11 (08:50)
http://news.kbs.co.kr/news/view.do?ncd=7910130,"북한, 13개 지방에서 공업공장 착공식…‘지방발전 20×10’ 계획 속도",김정은 북한 국무위원장이 도농격차를 줄이겠다며 추진 중인 '지방발전 20×10' 계획에 따...,2024.03.11 (08:47)
http://news.kbs.co.kr/news/view.do?ncd=7910128,"서방, ‘갱단 폭력’ 아이티 탈출…미군, 대사관 직원 철수 작전",갱단 폭력으로 몸살을 앓는 카리브해 섬나라 아이티에서 현지 주재 서방국 대사관들의 탈출 행...,2024.03.11 (08:41)
http://news.kbs.co.kr/news/view.do?ncd=7910127,고 손명순 여사 발인…현충원 김영삼 전 대통령 묘역에 합장,김영삼 전 대통령의 부인 고 손명순 여사가 오늘(11일) 영면에 듭니다. 발인식은 오일장이...,2024.03.11 (08:31)
http://news.kbs.co.kr/news/view.do?ncd=7910126,"국방부-교육부, ‘군인 자녀 자율형 공립고’ 지정 추진",정부가 군인 자녀의 교육 여건을 개선하기 위해 '군인 자녀 자율형 공립고' 지정을 추진합니...,2024.03.11 (08:30)
http://news.kbs.co.kr/news/view.do?ncd=7910085,서울우수공공디자인 인증제 다음 달 8일부터 접수 시작,"서울시가 쾌적한 도시 생활 환경 조성을 위해 출시 또는 출시 예정인 벤치, 펜스, 가로등 ...",2024.03.11 (07:58)
http://news.kbs.co.kr/news/view.do?ncd=7910082,"서울시, 수산물 안전성 검사 항목 119→177개 확대…바지락 등 패류 집중 점검도",서울시보건환경연구원이 수산물 안전성 검사 항목을 119개에서 177개로 확대한다고 오늘(1...,2024.03.11 (07:57)
http://news.kbs.co.kr/news/view.do?ncd=7910081,서울시 “양재 양곡도매시장 현대화 신축 공사 시작”,서울시가 서초구 양재동 양곡도매시장 현대화를 위한 설계를 마치고 이달부터 신축 공사에 들어...,2024.03.11 (07:57)
http://news.kbs.co.kr/news/view.do?ncd=7910076,[뉴스광장 영상] 10초에 1개씩 팔린다! 중고물건경매,,2024.03.11 (07:55)
http://news.kbs.co.kr/news/view.do?ncd=7910075,출근길 교통 상황,,2024.03.11 (07:55)
http://news.kbs.co.kr/news/view.do?ncd=7910073,[새로 나온 책] 문명을 이끈 6가지 물질은? ‘물질의 세계’ 외," [앵커] 스마트폰과 인공지능, 2차전지 등 인류에겐 필수불가결한 요소가 된 최첨단 기술들...",2024.03.11 (07:54)
http://news.kbs.co.kr/news/view.do?ncd=7910066,새봄 맞아 묘목 시장 활기…“시세 안정적”, [앵커] 봄을 맞아 우리나라 최대 묘목 시장으로 꼽히는 충북 옥천에서는 묘목 판매가 활기...,2024.03.11 (07:51)
http://news.kbs.co.kr/news/view.do?ncd=7910058,"“중소금융권 대출 이자 환급, 18일부터 신청하세요”", [앵커] 은행권이 소상공인과 자영업자에게  이자 일부를  돌려주는 상생 금융을 시작한 데...,2024.03.11 (07:50)
http://news.kbs.co.kr/news/view.do?ncd=7910043,"금은방 2인조 절도범, 범행 열흘 만에 체포",,2024.03.11 (07:46)
http://news.kbs.co.kr/news/view.do?ncd=7910039,“복지 등기 왔습니다”…집배원이 치매 노인 관리," [앵커] 우리나라도 초고령사회에 가까워지면서 치매 환자가 덩달아 늘고 있지만, 관리할 인...",2024.03.11 (07:46)
http://news.kbs.co.kr/news/view.do?ncd=7910036,[경인 게시판] [공연] 2024 예술인 쇼케이스 ‘연극 가능동 참새방앗간(김동환)’ 외,,2024.03.11 (07:45)
http://news.kbs.co.kr/news/view.do?ncd=7910032,[새로 나온 책] 문명을 이끈 6가지 물질은? ‘물질의 세계’ 외," [앵커] 스마트폰과 인공지능, 2차전지 등  인류에겐 필수불가결한 요소가 된 최첨단 기술...",2024.03.11 (07:43)
http://news.kbs.co.kr/news/view.do?ncd=7910031,태국은 망고가 1/4 가격…수입 과일 아직 비싼 이유는?, [앵커] 요즘 과일값이  워낙 비싸다 보니 수입 과일로 눈을 돌리는 소비자분들 많으신데요...,2024.03.11 (07:43)
http://news.kbs.co.kr/news/view.do?ncd=7910030,새봄 맞아 묘목 시장 활기…“시세 안정적”, [앵커] 봄을 맞아 우리나라 최대 묘목 시장으로 꼽히는 충북 옥천에서는 묘목 판매가 활기...,2024.03.11 (07:43)
http://news.kbs.co.kr/news/view.do?ncd=7910026,“복지 등기 왔습니다”…집배원이 치매 노인 관리," [앵커] 우리나라도 초고령사회에 가까워지면서 치매 환자가 덩달아 늘고 있지만, 관리할 인...",2024.03.11 (07:42)
http://news.kbs.co.kr/news/view.do?ncd=7910022,도심 골칫거리 된 ‘비둘기’…“불임 사료로 조절?”," [앵커] 도심에서 비둘기 떼를 마주치는 경험, 너무나 익숙한데요. 하지만 평화의 상징에서...",2024.03.11 (07:41)
http://news.kbs.co.kr/news/view.do?ncd=7910020,"“중소금융권 대출 이자 환급, 18일부터 신청하세요”", [앵커] 은행권이 소상공인과 자영업자에게  이자 일부를  돌려주는 상생 금융을 시작한 데...,2024.03.11 (07:40)
http://news.kbs.co.kr/news/view.do?ncd=7910016,‘초격차’부터 ‘보급형’까지…“전략다변화로 위기 극복”, [앵커] 우리 산업의 새로운 동력으로 꼽히는 이차전지. 전기차 시장의 성장 둔화로 지난해...,2024.03.11 (07:38)
http://news.kbs.co.kr/news/view.do?ncd=7910009,‘고기 맛’ 나는 곰팡이…차세대 대체육 연구," [앵커] 동물을 해치지 않고 미생물 발효나 식물을 이용해 만드는 고기인 '대체육', 들어...",2024.03.11 (07:36)
http://news.kbs.co.kr/news/view.do?ncd=7910007,“일본 가면 한국 컵라면 먹어라?”…무슨 일이 [잇슈 키워드]," 마지막 키워드, '한국 라면'입니다.  최근 우리나라와 일본에서 판매되는 한국 컵라면을 ...",2024.03.11 (07:34)
http://news.kbs.co.kr/news/view.do?ncd=7910006,아래층에 잘못 배달한 회…위층 손님이 먹고 있었다? [잇슈 키워드]," 다음 키워드, '배달 음식'입니다.  한 배달기사의 사연이 온라인을 달구고 있습니다. 바...",2024.03.11 (07:33)
http://news.kbs.co.kr/news/view.do?ncd=7910004,꽉 막힌 고속도로 1차로…앞차가 비키자 벌어진 풍경 [잇슈 키워드]," 잇슈키워드입니다. 첫 번째 키워드, '고속도로'입니다.  반려동물을 키우는 집이 크게 늘...",2024.03.11 (07:32)
http://news.kbs.co.kr/news/view.do?ncd=7910003,‘의료공백 해소’ 공공병원 활용한다지만…“환자 늘지 않아 투자 절실”, [앵커] 정부는 대형병원 의료공백 대안으로 공공병원을 적극 활용하겠다고 했습니다. 운영 ...,2024.03.11 (07:30)
http://news.kbs.co.kr/news/view.do?ncd=7910000,남쪽에 먼저 피어난 봄…봄꽃 축제 한창, [앵커] 주말인 어제 꽃샘추위가 풀리면서 전국적으로 화창한 봄 날씨를 보였죠. 경남과 전...,2024.03.11 (07:26)
http://news.kbs.co.kr/news/view.do?ncd=7909998,‘옷 수선비’ 지원 나선 프랑스…패스트패션에는 벌금 추진, [앵커] 프랑스에서는  헌 옷을 수선하거나  패션에 맞춰 고쳐 입는 바람이 불고 있다고 ...,2024.03.11 (07:24)
http://news.kbs.co.kr/news/view.do?ncd=7909996,대통령궁 난입 이어 방위대원 억류까지…‘43명 실종’ 시위 격화, [앵커] 멕시코에서는 10년 전에 발생한 대학생 실종 사건 관련 수사 상황에 항의하는 시...,2024.03.11 (07:21)
http://news.kbs.co.kr/news/view.do?ncd=7909994,외국인 계절근로자 ‘올해 역대 최다’…“제도 개선도 시급”, [앵커] 저출산과 고령화로 농촌에서는 인력 구하기가 '하늘의 별 따기'란 말까지 나오는데...,2024.03.11 (07:19)
http://news.kbs.co.kr/news/view.do?ncd=7909993,[크랩] 3만 마리 몰살시킨 ‘독도 강치’ 앞세워 영유권 주장하는 일본,,2024.03.11 (07:17)
http://news.kbs.co.kr/news/view.do?ncd=7909992,"경찰, 전공의 ‘분산수사’ 준비…수천 명 고발 가능성 대비", [앵커] 경찰이 집단 사직 전공의들이 무더기 고발될  가능성에 대비해 분산 수사 지침을 ...,2024.03.11 (07:16)
http://news.kbs.co.kr/news/view.do?ncd=7909991,"이종섭, 어제 호주로 출국…민주당 공항 찾아가 항의", [앵커] 해병대 채 상병 순직 사건 처리 과정에서 외압 행사 의혹을 받고 있는 이종섭 주...,2024.03.11 (07:15)
http://news.kbs.co.kr/news/view.do?ncd=7909990,고 손명순 여사 오늘 영결식…김 전 대통령 묘역 합장,김영삼 전 대통령의 부인 고 손명순 여사의 영결식이 오늘 열립니다. 오늘 오전 7시 서울대...,2024.03.11 (07:13)
http://news.kbs.co.kr/news/view.do?ncd=7909988,"[총선] 민주당, 현역 4명 경선 탈락…이낙연 광산을 출마"," [앵커] 야권에선 더불어민주당 지역구 후보 막바지 경선 발표가 이어졌고, 비례대표 공천도...",2024.03.11 (07:11)
http://news.kbs.co.kr/news/view.do?ncd=7909987,"[잇슈 연예] 잠시 후 아카데미 시상식…한국계, 트로피 품을까", 잠시 후 미국에선 제96회 아카데미 시상식이 열립니다. 한국계 셀린 송 감독의 '패스트 ...,2024.03.11 (07:10)
http://news.kbs.co.kr/news/view.do?ncd=7909986,[잇슈 연예] ‘파묘’ 다음 영화는? 오컬트 장르물 개봉 러시, 한국형 오컬트 영화 '파묘'가 천만 관객을 향해 가는 가운데 극장가에 오컬트 붐이 일었다...,2024.03.11 (07:10)
http://news.kbs.co.kr/news/view.do?ncd=7909985,"[잇슈 연예] 아이유 콘서트, 박보검·뉴진스 등 톱스타 총출동"," 안녕하십니까, '잇슈 연예' 이어갑니다. 주말 연예계에선 가수 '아이유' 씨의 콘서트가 ...",2024.03.11 (07:10)
http://news.kbs.co.kr/news/view.do?ncd=7909984,"[총선] 여, 인요한 등 530명 비례 공천 신청…“‘기호 4번’ 목표”"," [앵커] 국민의힘의 공천이  사실상 마무리된 가운데, 위성정당인 국민의미래는 본격적인 비...",2024.03.11 (07:09)
http://news.kbs.co.kr/news/view.do?ncd=7909983,[총선] 여야 대표 ‘총선 한 달’ 메시지…“민주당 폭주 저지” vs “무능정권 심판”, [앵커] 4.10 총선을 한 달 앞두고 여야 당 대표들이  총선에 임하는 각오를 내놨습니...,2024.03.11 (07:07)
http://news.kbs.co.kr/news/view.do?ncd=7909982,가자 구호품 해상 운송 임박…전쟁 속 라마단 시작, [앵커] 가자 지구에 전달될  구호품을 실은 선박의 출항이  임박한 것으로 알려졌습니다....,2024.03.11 (07:05)
http://news.kbs.co.kr/news/view.do?ncd=7909981,충전 중 전기차에서 불…여수 낚싯배 좌초 전원 구조, [앵커] 주차장에서 충전 중이던  전기차에서 불이 났습니다. 여수 바다에서는 낚싯배가 좌...,2024.03.11 (07:03)
http://news.kbs.co.kr/news/view.do?ncd=7909980,사람인 줄…대롱대롱 낙하산에 매달려 비상착륙 경비행기 [잇슈 SNS],미국의 한 주택가 상공에서 사람이 아닌 '이것'이  대롱대롱 낙하산에 매달려 지상으로 하강...,2024.03.11 (07:03)
http://news.kbs.co.kr/news/view.do?ncd=7909979,[잇슈 SNS] 흥분한 수컷 고릴라와 한 공간에 갇힌 미 동물원 사육사들,크게 흥분한  수컷 고릴라가 무서운 기세로 무언가를 뒤쫓아갑니다.그런 고릴라로부터 황급히 ...,2024.03.11 (07:03)
